product_id,product_name,brand,price,initial_price,discount,review_count,rating,category_name,root_category_name,available_for_delivery,available_for_pickup,source_product_id,source
PROD_f0e44a6460,"Pawmate Eliminate Tears Nutritious Dog Treats, Chicken Wrapped Sweet Potato for All Dogs, 11 oz",Pawmate,12.0,14.99,3.02,218,4.7,Rawhides,Pets,True,False,1435754084,walmart
PROD_b203ac35f8,WallFlower Women's Legendary Bootcut Mid-Rise Insta Stretch Juniors Jeans (Standard and Plus),Wallflower,38.7,42.99,4.3,10,4.5,Plus Size Jeans,Clothing,True,False,1939989912,walmart
PROD_982e611461,"(2 pack) Softsheen-Carson Dark and Lovely Fade Resist Rich Conditioning Hair Color, Permanent Hair Dye, 377 Sunkissed Brown",Dark and Lovely,14.0,28.815,11.002,2941,4.4,Conditioning Hair Color,Beauty,True,False,5664506341,walmart
PROD_1099654e02,"Hauteloom Berber Shag Collection - Fishhook Farmhouse Entryway, Bedroom, Kitchen Shaggy Runner Rug with Tassel - Fluffy Plush High Pile Carpet - Southwestern Tribal Style - Beige, Black - 2'7"" x 7'3""",Hauteloom,69.3,77.0,7.7,824,4.8,All Runner Rugs,Home,True,False,261700925,walmart
PROD_dfb854115f,MINTREUS Women's Pajama Set Long Sleeve Sleepwear Ladies Soft Pjs Lounge Set,MINTREUS,22.0,33.99,12.0,83,4.7,Womens Pajama Sets,Clothing,True,False,5116316140,walmart
PROD_6c7fd3fdca,"Revlon ColorStay Overtime Longwearing Gloss Lipstick with Vitamin E, 270 Relentless Raisin, 0.07 fl oz",Revlon,9.47,28.815,11.002,1790,4.3,Lipstick,Beauty,True,False,11994938,walmart
PROD_9eefe3eef7,Woman Within Women's Plus Size Thermal Knit A-Line Dress,Woman Within,41.4,46.52,5.13,269,4.1,Plus Size Dresses,Clothing,True,False,887668036,walmart
PROD_5022bacc08,"Gubotare Women's Bikini Top Bathing Suit V Neck Adjustable Spaghetti Straps Twist Front (Hot Pink,M)",Gubotare,6.66,9.27,2.61,3,3.3,Womens Swimsuit Tops,Clothing,True,False,5768017984,walmart
PROD_f653aa8502,HOBIBEAR Boys and Girls Classic Graphic Garden Clogs Slip on Water Shoes(Toddler/Little Kids/Big Kids),Hobibear,24.0,49.99,26.0,189,4.5,Boys Sandals,Clothing,True,False,2183881125,walmart
PROD_4974968069,"ALL-IN-ONE Paint, Naples (Sunny Yellow), 128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat, no sanding needed.",Heirloom Traditions Paints,99.0,129.99,30.99,33,4.5,Yellow Paint,Home Improvement,True,False,2017664333,walmart
PROD_20e1b5a825,Wassery Baby Girls Autumn Clothes 3 6 9 12 18 24 Months Infant Plaid Bear Print Long Sleeve Pullover Sweatshirt Elastic Waist Long Pants Set Newborn Outfits Tracksuits Set 0-24M,Wassery,9.63,10.83,1.2,1,5.0,Baby Boys Casual Outfit Sets,Clothing,True,False,2968552747,walmart
PROD_a9fddc024d,Dpityserensio 39.3In Flat Solid Color Shoe Laces 10+ Colours Shoelaces Football Boots Trainer Shoes Pink,DPITYSERENSIO,0.91,5.22,4.31,11,4.2,Shoelaces,Household Essentials,True,False,1462273455,walmart
PROD_86bf8b0cfd,"FEDTOSING Relaxed Work Cargo Pants Outdoor Mens Pant Gray,Size 38×36",FEDTOSING,36.0,39.97,4.0,101,4.4,Mens Cargo Pants,Clothing,True,False,2097897368,walmart
PROD_fd1b1afd92,Suavecito Texturizing Powder 1.75 oz,Suavecito,19.9,16.987999999999996,6.525999999999999,44,4.5,Men's Styling Products,Personal Care,True,False,393101003,walmart
PROD_6792089bab,Zenana Plus Size Relaxed Fit Long Sleeve Round Neck & Hem Jersey Tee Shirt Top,Zenana,17.1,18.99,1.9,15,4.4,Womens Workwear Blouses,Clothing,True,False,182579201,walmart
PROD_45aeaec0f8,Roaman's Women's Plus Size Invisible Stretch All Day Cargo Skirt,Roaman's,44.5,50.19,5.74,49,4.7,Womens Plus Skirts,Clothing,True,False,301370849,walmart
PROD_960db052c8,"Chef Code Combo Pack, Cool Breeze Cook Shirt and Elastic Waist Chef Pants, Red/Black, XS",Chef Code,23.1,32.99,9.9,1,5.0,Mens Work Uniforms,Clothing,True,False,903463722,walmart
PROD_5f7bf07b69,"Little Debbie Nutty Bars Ice Cream Bars, 12 fl oz, 4 Count",Little Debbie,3.97,4.48,0.51,70,3.7,Ice Cream Bars,Food,False,True,1624985447,walmart
PROD_6ab4963767,Made by Johnny Women's Short Sleeve All Over Tie-Dye Tunic Top L BROWN,Made by Johnny,15.0,18.75,3.79,61,4.4,Womens Blouses,Clothing,True,False,2178343909,walmart
PROD_0c8eaac252,"Uvplove Women's Pocket Wide Leg Trousers Lightweight Pants High Waist Button Loose Trouser Work Casual Business Pants,US Size XX-Large in Black",UVPLove,15.0,35.0,20.01,119,4.4,Womens Pants,Clothing,True,False,3957741810,walmart
PROD_9cf933964b,Fantaslook Fall Sweatshirts for Women Crewneck Puff Sleeve Tops Fashion Shirts,Fantaslook,20.0,69.99,50.0,46,4.4,Womens Sweatshirts & Hoodies,Clothing,True,False,5016880831,walmart
PROD_b36316be8e,New York & Company Men's Tyler Wingtip Oxford,New York & Company,10.4,34.5,24.1,1,1.0,Mens Oxfords Shoes,Clothing,True,False,5480667546,walmart
PROD_0c44cc0ab6,GUESS Womens White Lace Zippered Flounce-hem Lined Spaghetti Strap Sweetheart Neckline Knee Length Sheath Dress 4,GUESS,28.0,37.99,10.0,1,5.0,Womens White Dresses,Clothing,True,False,1570467303,walmart
PROD_fd8293ea60,SHOWMALL Plus Size Tunic for Women Cold Shoulder Top Cream Leopard 2X Blouse Short Sleeve Clothing V Neck Shirts Summer Clothes,Showmall,17.0,29.99,13.0,183,4.4,Plus Size Tops,Clothing,True,False,446599845,walmart
PROD_4e4fa73dd3,Women's Vanity Fair 75345 Beauty Back Full Coverage Underwire Bra (Sheer Quartz Stripe 34D),Vanity Fair,35.5,52.22,16.76,336,4.5,Underwire Bras,Clothing,True,False,170712762,walmart
PROD_dd39a87721,"Asklazy Women's Boho Tops Floral V Neck 3/4 Sleeve Cold Shoulder Blouse Shirts,US Size,Royal Blue,XL",Asklazy,11.0,45.99,35.0,142,4.7,Womens Blouses,Clothing,True,False,5186308981,walmart
PROD_cad479ec17,Amay 800TC Organic Cotton Twin Size Fitted Sheet ( 39X75 ) Fits Mattress Upto 10-12 inches Turquoise Stripe,Amay's,50.4,56.0,5.6,1,5.0,Cooling Sheets,Home,True,False,1491092992,walmart
PROD_a9e1abe96f,"Beverly Hills Polo Club Girls School Uniform Skirt - 2 Pack Performance Scooter Skort for Girls, 4-16",Beverly Hills Polo Club,20.0,22.98,3.0,7,4.3,Girls Uniform Bottoms,Clothing,True,False,5506488018,walmart
PROD_bc19804a9b,Women Short Sleeve Crossed Surplice Button Tops,SLADYGLO,15.0,17.99,3.0,309,4.2,Womens Hoodies,Clothing,True,False,957603867,walmart
PROD_7c9cee6abe,Amay Grommet Blackout Curtain Panel True Red 84 Inch Wide by 108 Inch Long -1Panel,Amay's,107.0,134.0,26.8,11,4.5,Shop Curtains,Home,True,False,2416048003,walmart
PROD_9c497d1307,Cueply Women's Running Shorts High Waisted Athletic Gym Workout Shorts with Liner Zipper Pockets,Cueply,13.0,29.99,17.0,121,4.2,Look Good While Working Out,Health and Medicine,True,False,5366405121,walmart
PROD_a94355cf3f,Smallshow Long Sleeve Pregnancy Shirts Tops Maternity Clothes for Women 3-Pack,Smallshow,35.5,39.49,3.95,58,4.7,Maternity T-Shirts,Clothing,True,False,1323968162,walmart
PROD_bcb5b2f0b9,Levi's® Womens Plus Size '94 Baggy Jeans,Levi Strauss Signature,52.2,61.24,9.06,99,4.6,Plus Size Jeans,Clothing,True,False,373130680,walmart
PROD_a1d3aa897a,Aiyino Women's V Neck Floral Spaghetti Strap Summer Casual Swing Dress with Pocket,Aiyino,15.0,18.99,4.04,5,5.0,Casual Dresses,Clothing,True,False,1974609871,walmart
PROD_d4132f20e3,Allegra K Women's Floral V Neck Ruffled Flutter Sleeve Belt Wrap Midi Dress,Allegra K,26.0,34.99,9.0,48,3.8,Womens Dresses,Clothing,True,False,717290810,walmart
PROD_8cdec84559,"Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 24 Inch Deep Pockets Stripe Pattern ( Queen, Chocolate )",Amay's,89.9,99.99,10.08,5,4.2,Colored Sheets,Home,True,False,3280135427,walmart
PROD_80562b97c8,"SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Olympic Queen, Blood Red",SGI bedding,23.4,25.99,2.6,14,4.4,Bed Skirts,Home,True,False,994444000,walmart
PROD_7843b94a67,"Mellanni Sheet Set Iconic Luxury Brushed Microfiber, Deep Pocket Sheet, 4 Piece King Paisley Gray",Mellanni,40.0,53.97,14.0,3472,4.8,Colored Sheets,Home,True,False,234175198,walmart
PROD_e31741ee3f,"Sanmadrola 100% Waterproof Couch Covers Non-Slip Sofa Cover with Elastic Straps&Silicone Backing&Pocket Washable Furniture Protector Slipcovers for Kids Pets Dogs, Beige, Chair",SANMADROLA,26.0,29.99,4.0,49,4.7,Couch Covers,Home,True,False,5097979850,walmart
PROD_2f3a4ddff1,Kenneth Cole Cooper Black for Men 3.4 oz EDT Spray,Kenneth Cole,26.4,82.0,55.59,18,4.9,Cologne for Men,Beauty,True,False,146144209,walmart
PROD_b05a3b55c7,"Unique Loom Indoor Rectangular Oriental Traditional Area Rugs Beige/Gray, 9' 0 x 12' 0",Unique Loom,150.0,269.0,119.01,23,4.5,All Area Rugs,Home,True,False,565535969,walmart
PROD_d85a445382,"California Design Den Full Fitted Sheet Only, Softest 400 Thread Count 100% Cotton Sateen, Deep Pocket, All-Around Elastic, Side Indicators - Creamy White",California Design Den,30.0,34.99,5.0,156,4.5,Cotton Sheets,Home,True,False,2002762091,walmart
PROD_d2e3caeabc,IDOPIP Women Metallic Gold Liturgical Praise Dance Dress Long Sleeve Lyrical Dancewear Worship Dress,IDOPIP,26.0,29.99,4.0,2,5.0,Womens Dresses,Clothing,True,False,5270512071,walmart
PROD_62f04ffa4f,UVN Sweatsuits Womens 2pcs Sets Jogger Set Casual 2 Piece Outfit Striped Sweatshirts Long Tracksuits,UVN,28.0,39.99,12.0,127,4.2,Womens Activewear,Clothing,True,False,3043754728,walmart
PROD_b06a45b35d,cllios Sweatsuits for Women 2024 Spring Summer Two Piece Outfit Trendy Stripes Long Sleeve Crewneck Pullover Tops and Drawstring Long Pants Tracksuit Rose Gold XXXL,cllios,22.8,26.81,4.02,3,4.7,Womens Activewear,Clothing,True,False,5230931476,walmart
PROD_8080aa1fb3,Fantaslook Short Sleeve T Shirts for Women Crew Neck Side Split Tunic Tops Casual Summer Shirts,Fantaslook,15.0,29.99,15.0,135,4.6,Plus Size Tshirts,Clothing,True,False,5340752441,walmart
PROD_0544f51f2d,Stretch Is Comfort Women's Cotton Biker Shorts Olive Green X-Large,Stretch Is Comfort,21.0,23.99,3.0,30,3.7,Plus Size Activewear,Clothing,True,False,524481378,walmart
PROD_27881157a8,LovelyDaisy Plus Size Vintage Floral Print Sleeveless Rompers For Women Summer Casual Loose O Neck Jumpsuits Dark Blue L,LovelyDaisy,15.0,28.96,13.97,5,1.0,Womens Jumpsuits,Clothing,True,False,1615288442,walmart
PROD_c0ec82e844,"Exclusivo Mezcla 3 Pieces Boho Bohemian Quilt Set Queen Size, Lightweight Patchwork Quilted Bedspread/Coverlet/Bed cover/Bedding Set, Navy",Exclusivo Mezcla,33.0,73.98,40.99,175,4.4,Bedding Sets,Home,True,False,2205907607,walmart
PROD_142553c457,"Yalamila WhatsBedding 2 Pieces Bed in a Bag Comforter Set Duvet Insert,Reversible,Pink,Twin",Yalamila,32.0,162.99,131.0,4303,4.3,Bed In A Bag,Home,True,False,2544735639,walmart
PROD_344b94f2a8,"UZZI Kids Swim Shorts Fast Dry Fun Print, Aqua Boat, Size: 8-10, Uzzi Active Wear",UZZI,15.0,16.99,2.0,9,4.0,Boys Swim Trunks,Clothing,True,False,141757585,walmart
PROD_e7cd173ade,Jessica London Women's Plus Size Scoop-Neck Sweater Tank,Jessica London,30.0,33.99,4.0,50,4.5,Plus Size Sweaters,Clothing,True,False,5264765893,walmart
PROD_86cc23e36a,"Mott's Cinnamon Applesauce, 4 oz cups, 6 count",Mott's,2.0,2.78,0.78,720,4.7,Canned fruit,Food,False,True,10294756,walmart
PROD_23732efcfe,Nlife Women Bohemian 3/4 Sleeve V Neck Floral Print Shirt,NFTOEIULA,18.0,19.99,2.0,531,3.7,Midi Dresses,Clothing,True,False,1649464157,walmart
PROD_b022e1941a,LANREMON Plus Size T Shirts for Womens Summer Short Sleeve Striped Print Loose Pink T Shirts Blouse Dressy Clothes Size 20,LANREMON,13.6,25.99,12.4,197,4.7,Plus Size Tops,Clothing,True,False,647837522,walmart
PROD_df20999095,KingSize Men's Big & Tall Gauze Camp Shirt,Kingsize,38.0,47.09,9.09,357,3.4,Mens Casual Button Down Shirts,Clothing,True,False,775961150,walmart
PROD_724a4a187a,LovelyDaisy Plus Size Vintage Floral Print Sleeveless Rompers For Women Summer Casual Loose O Neck Jumpsuits Black S,LovelyDaisy,15.0,28.96,13.97,5,1.0,Womens Jumpsuits,Clothing,True,False,1540786817,walmart
PROD_cb09090ae3,Woman Within Women's Plus Size Perfect Printed Short-Sleeve Crewneck Tee,Woman Within,20.0,25.44,5.49,635,4.3,Plus Size Tshirts,Clothing,True,False,824154912,walmart
PROD_cae446d2c6,"DII 14x72"" Modern PVC Polyester Doubleframe Table Runner in Nautical Blue",DII,15.0,16.99,2.04,15,3.9,Table Runners,Home,True,False,864008591,walmart
PROD_53de5658d0,"Whale Flotilla Microfiber Twin Size (68x88 inches) Quilt Set Lightweight Quilted Bedspreads Coverlets Set with Stars Pattern, Light Grey, 2 Piece (1 Quilt, 1 Sham)",Whale Flotilla,22.5,27.99,5.5,73,4.4,Quilt Sets,Home,True,False,1178468491,walmart
PROD_712a3c62e0,Scooby Doo Men's Ruh-Roh! Scooby Character Sleep Lounge Pajama Pants,PJammy,28.0,32.95,5.0,9,4.9,Mens Pajama Bottoms,Clothing,True,False,953950834,walmart
PROD_226c32f2e9,"Bare Home 2-Pack Fitted Sheets - Premium 1800 Collection - Ultra-soft - Deep Pocket - Queen, White",Bare Home,26.0,35.49,9.5,121,4.5,Bed Sheets,Home,True,False,606542584,walmart
PROD_b4de248787,SENDEFN Small Womens Wallet Leather Bifold Card Holder RFID Blocking with Zipper Coin Pocket,SENDEFN,20.0,30.99,11.0,48,4.8,Wallets,Clothing,True,False,5352569431,walmart
PROD_981d51593c,2-PACK Medgear 12-Pocket Women's Scrub Set with Silver Snap Detail & Contrast Trim,Medgear,28.7,40.98,12.3,227,3.7,Medgear Scrubs,Clothing,True,False,393061304,walmart
PROD_3ccef6b8b3,"RAW X  Boy's RawX Distressed Denim Shorts, Med Blue, 10",RAW X,20.0,24.99,5.0,1,5.0,Mens Denim Shorts,Clothing,True,False,2126911017,walmart
PROD_40c1a5ea32,Fantaslook Dressy Blouses for Women Pleated Short Sleeve Tunic Tops Casual Floral Shirts,Fantaslook,11.0,35.99,25.0,781,4.4,Plus Size Tops,Clothing,True,False,5246848011,walmart
PROD_7d881f1afb,"Modern Diamond Plush Polypropylene Indoor Shag Area Rug with Fringe - 8' x 10, Cream-Blue",Blue Nile Mills,174.0,252.2,78.57,3,5.0,All Area Rugs,Home,True,False,645104219,walmart
PROD_bb05f2fa07,"Snailax Vibration Foot Massager with Heat, Adjustable Foot Massager Machine with App Control, Gifts",Snailax,70.0,145.99,76.0,74,4.5,Shop all Massagers,Health and Medicine,True,False,3876384696,walmart
PROD_fec63d8579,IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Pink + Yellow Floral,Ibtom Castle,20.0,31.99,12.0,12,4.3,Womens One-piece Swimsuits,Clothing,True,False,5448526212,walmart
PROD_28e7dc4bb0,"WestinTrends Black Bar Stools Set of 2, 29 Inch Tall Farmhouse Kitchen Wooden Saddle Stool Chair, Linen Upholstered Cushion with Solid Wood Leg Barstools, Beige",WestinTrends,125.0,249.99,125.0,32,4.5,Shop All Bar Stools & Counter Stools,Home,True,False,490711747,walmart
PROD_de897d5a77,"LA Linen Polyester Gingham Checkered 58 by 58-Inch Square Tablecloth, Royal Blue and White",LA Linen,24.1,26.97,2.9,1,5.0,Fabric Tablecloths,Home,True,False,54973324,walmart
PROD_a654df2f80,"Pntutb Womens Clearance,Women's Bra Wire Free Underwear Onepiece Bra Everyday Underwear Bras Rollback",PNTUTB,4.09,4.69,0.6,2,3.5,Wireless Bras,Clothing,True,False,1716639656,walmart
PROD_44b60fd14d,"Algherohein Dog Gate for Inside,Bamboo Freestanding Pet Gate for Doorways,24"" Brown",Algherohein,117.0,159.99,43.33,46,4.2,All Dog Gates,Pets,True,False,3423574153,walmart
PROD_7835c6ba34,Unisex CVC Jersey Tee,BELLA + CANVAS,8.58,11.87,3.29,31,4.6,Mens T-Shirts,Clothing,True,False,783037189,walmart
PROD_5f4cdd495e,Lars Amadeus Men's Nightshirt Long Sleeves Hooded Loungewear Nightgown Pajamas,Lars Amadeus,22.0,33.99,12.0,1,5.0,Mens Pajamas and Robes,Clothing,True,False,100662878,walmart
PROD_fce23f8a89,"CHEF CODE The Professional Chef Pant with Belt Loops and Zipper Fly, CC223",Chef Code,14.0,19.99,6.0,1,1.0,Mens Work Pants,Clothing,True,False,381553241,walmart
PROD_9160bd5500,"Maybelline Color Sensational Elixir Lip Lacquer, Caramel Infused",Maybelline,11.2,12.72,1.53,112,4.0,Maybelline Lip Makeup,Beauty,True,False,33685485,walmart
PROD_69c8539223,StarBay Women's Graphic Print Comfort Platform Wedges in Tan,Starbay,7.99,8.99,1.0,45,4.0,Womens Shoes,Clothing,True,False,302630622,walmart
PROD_6d1805383f,"Bare Home Ultra-Soft Sheet Set - Premium 1800 Collection - Deep Pockets - 4-Pieces - Queen, Dark Blue",Bare Home,38.0,50.99,13.0,1322,4.7,Colored Sheets,Home,True,False,164144701,walmart
PROD_28cc332f73,"Riviera Sun Women's Tie Dye Maxi Dress - Lightweight and Flowy with Beautiful Color Variations (White / Black Dress, 3X)",Riviera Sun,15.0,16.99,2.0,4,4.8,Womens Dresses,Clothing,True,False,690394981,walmart
PROD_7064164961,Durango® Women's Distressed Tan Slouch Western Boot Size 7(M),Durango,146.0,165.0,18.6,49,4.9,Womens Mid Calf Boots,Clothing,True,False,180450545,walmart
PROD_7a1088e286,Ma Croix Men's Mesh Shorts With Pockets Gym Basketball Activewear,Ma Croix,9.99,14.99,5.0,2405,4.3,Mens Workout Shorts,Clothing,True,False,377862424,walmart
PROD_f22495150a,Jessica London Women's Plus Size Stretch Cotton Tank Maxi Dress,Jessica London,39.0,45.38,6.38,64,4.0,Plus Size Dresses,Clothing,True,False,5263061952,walmart
PROD_56d8af4efd,Alimens & Gentle Men's Short Sleeve Hawaiian Aloha Shirt Summer Vacation Shirts 100% Cotton,Alimens & Gentle,15.0,16.99,2.0,1467,4.4,Mens Casual Button Down Shirts,Clothing,True,False,1329196784,walmart
PROD_96b211e28c,"BLAKE & CO. 2 Pack Junior's Cotton Rayon Push Up Bra with Adjustable Straps, Sizes 34B-40DD",Blake & Co,15.0,21.74,6.75,7,4.4,Womens Bras,Clothing,True,False,5618790028,walmart
PROD_99a95f2439,"Chick Pea Baby Girl 3 PC French Terry Jogger Set, Sizes Newborn-24 Months",Chick Pea Baby,12.0,14.99,3.0,49,4.8,Baby Girls Clothing,Clothing,True,False,943189923,walmart
PROD_c946cd0d7b,"Gubotare Golf Shirts for Men Print Moisture Wicking Performance Short Sleeve Polo Shirt (Red,3XL)",Gubotare,10.3,12.76,2.46,3,1.0,Mens Polo Shirts,Clothing,True,False,5440778555,walmart
PROD_dcfce0dfa5,"TIYOMI Plus Size Women's Thermal Underwear Suits Grey Crewneck Thermal Tops 2X Long Johns Fleece Lined Base Layer Top and Bottom Sets Fall Winter Pajama, 2-Pack 2XL 18W 20W",TIYOMI,40.0,45.99,6.0,2,3.0,Womens Plus Thermal Sets,Clothing,True,False,2128773109,walmart
PROD_f1e5c310de,"NELEUS Womens V Cross Waist Spandex Shorts for Yoga Athletic Bike with Pockets,Black+Gray+Light Purple,US Size L",NELEUS,32.9,54.0,21.12,153,4.6,Womens Athletic Shorts,Clothing,True,False,1577779507,walmart
PROD_d818c0aab2,Anygrew Womens Tops 2023 Summer Blouses V Neck Batwing Sleeve Tops Tie Knot Chiffon Button Down Casual Blouse,Anygrew,15.0,39.99,25.03,65,4.5,Womens Blouses,Clothing,True,False,1840696696,walmart
PROD_1d888c6212,IBTOM CASTLE Boys Prince Charming Costume Halloween Cosplay Prince Dress up Birthday Party Medieval Royal Prince Outfits for Toddler Kids 3-4 Years 4pcs Light Blue,Ibtom Castle,22.0,38.92,16.93,30,4.1,Kids Clothing,Clothing,True,False,1009224046,walmart
PROD_6636cae55b,"Creme of Nature Permanent Hair Color Red Copper 6.4, 1.0 CT",Creme of Nature,8.99,28.815,11.002,95,4.6,Red Hair Dye,Beauty,True,False,10309083,walmart
PROD_c1d1ba08ba,"Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 24 Inch Deep Pockets Solid Pattern ( Queen, Dark Grey )",Amay's,89.9,99.99,10.08,5,4.2,Colored Sheets,Home,True,False,2089818094,walmart
PROD_cf72f8813e,"Sanmadrola 100% Waterproof Sofa Anti Slip Couch Covers Machine Washable Furniture Covers Leakproof Sofa Slipcover for Dogs, Children, Pets, Gray, Sofa Oversize",SANMADROLA,40.0,55.99,16.0,104,4.8,Couch Covers,Home,True,False,5336951329,walmart
PROD_77dd32dbec,Reebok BB4500 Work Men's Composite Toe Electrical Hazard Work Shoe Size 11(M),Reebok Work,100.0,136.01,36.06,15,4.6,Mens Safety Shoes,Clothing,True,False,667101829,walmart
PROD_cc4dbf56a3,GIRUNS Cargo Pants For Women Wide Leg Pants Beige XL Baggy Stretchy Streetwear Pants High Waisted Casual Streetwear With Pockets Pants For Women,GIRUNS,24.0,39.99,16.0,26,4.8,Womens Pants,Clothing,True,False,5617872175,walmart
PROD_f0426ff4d5,"Buganda Microfiber Bathroom Rugs (24x47, Wine Red) Shaggy Soft and Absorbent, Non Slip, Thick Plush, Machine Washable Bath Mat and Bath Rugs for Bathroom",Buganda,32.0,35.99,4.0,204,3.7,Bathroom Rugs & Bath Mats,Home,True,False,516529863,walmart
PROD_776810c5cd,"X RAY JEANS Mens Belted 18"" Inseam Below Knee Long Cargo Shorts, Plaid White, 48",X Ray Jeans,30.0,34.99,5.0,72,4.2,Mens Cargo Shorts,Clothing,True,False,3230824340,walmart
PROD_5679a903dc,Zenana Women & Plus Relaxed Fit Long Sleeve V-Neck Round Hem Jersey Tee Shirt Top,Zenana,15.0,18.99,4.0,34,3.9,Halloween Themed Clothing,Party & Occasions,True,False,245581709,walmart
PROD_7f0f076f92,Comfort Canopy - Light Gray Reversible Painted Chevron Stitched Quilt Coverlet for Twin Size Beds,Comfort Canopy,45.0,114.99,70.0,154,4.8,Quilts,Home,True,False,1983309413,walmart
PROD_4038b474db,"Amolife King Size Upholstered Platform Bed Frame with Adjustable Vertical Channel Tufted Velvet Headboard, Dark Blue",Amolife,270.0,599.99,330.0,42,4.7,King Beds,Home,True,False,5108346618,walmart
PROD_3b844deab1,"Pntutb Womens Clearance,Plus Size Women's 3/4 Sleeve Striped Print V-Neck Loose Fit Tops T-Shirt Rollback",PNTUTB,6.19,7.09,0.9,1,4.0,Plus Size Tshirts,Clothing,True,False,1699095797,walmart
PROD_5c5f465b5b,"FEDTOSING Relaxed Work Cargo Pants Outdoor Mens Pant Greyish Green,Size 40×34",FEDTOSING,36.0,39.97,4.0,101,4.4,Men's Hiking Pants,Sports & Outdoors,True,False,1208578847,walmart
PROD_72538fdef4,Men's NASA Space Shuttle Schematic Details  Long Sleeve Shirt Black 2X Large,NASA,18.0,20.99,3.0,1,5.0,Mens Graphic Tees,Clothing,True,False,265927683,walmart
PROD_96cbe32984,Younger Tree Baby Boy Kid Summer Outfits Set Short Sleeve T-Shirt Shorts Clothes Set for 2-3T,Younger Tree,9.98,14.99,5.01,24,4.8,Baby Boys Casual Outfit Sets,Clothing,True,False,3675207718,walmart
PROD_a261f35602,"Amay 800TC Organic Cotton RV Short Queen Size Fitted Sheet ( 60X75 ) Fits Mattress Upto 18 inches, Purple Solid",Amay's,56.7,63.0,6.3,1,5.0,Cooling Sheets,Home,True,False,3644855526,walmart
PROD_81b6a630cc,"Walensee Non-Slip Bathroom Rugs Chenille Soft Striped Plush Bath Mat, 20"" x32"", Red",Walensee,22.0,26.99,5.0,192,4.3,Bathroom Rugs & Bath Mats,Home,True,False,222849703,walmart
PROD_ed2c787e03,Levis Men's 505 Regular Fit Jeans,Levi's,48.5,69.5,21.03,3898,4.0,Mens Regular Fit Jeans,Clothing,True,False,529767263,walmart
PROD_0ec326a597,"Active Basic Women & Plus Basic Solid Long Length Adjustable Spaghetti Strap Camisoles (4PK - Black/White/H. Grey/Taupe, 3XL)",Active Basic,29.7,32.99,3.3,44,4.1,Plus Size Activewear,Clothing,True,False,790279534,walmart
PROD_2949e8c368,RBX Boys' Athletic T-Shirt - 2 Pack Active Performance Dry-Fit Sports Tee (Size: 4-16),RBX,13.5,14.99,1.51,12,4.8,Boys Athletic Shirts,Clothing,True,False,5313791616,walmart
PROD_e6ad4a6b52,"CHAMPRO Bootleg 2 Integrated Poly/Spandex Football Game Pants, Adult 2X-Large, Royal",CHAMPRO,28.0,41.55,13.6,1,1.0,Football Pants,Sports & Outdoors,True,False,832929384,walmart
PROD_1bfa5c7d71,"(2 pack) Native Deodorant, Coconut & Vanilla, Aluminum Free, for Women and Men, 2.65 oz",Native,25.9,16.987999999999996,6.525999999999999,4606,4.0,Native Deodorant,Personal Care,True,False,5662896790,walmart
PROD_908c30b080,"DAKIMOE Mens Swim Trunks Stretch Water Beach Shorts with Compression Liner 2 in 1 Quick-Dry Swimming Shorts with Zipper Pockets, Black&White&Gray, S",DAKIMOE,15.0,39.99,25.01,14,4.6,Mens Swimwear,Clothing,True,False,5417683805,walmart
PROD_255887cd75,Boulder Creek By Kingsize Men's Big & Tall Western Snap Front Shirt,Boulder Creek,41.2,52.19,11.02,32,4.4,Mens Casual Button Down Shirts,Clothing,True,False,3754763373,walmart
PROD_1df734d4ba,Aireolux 800TC Wrinkle-Resistant Supima Cotton Pillowcases King Blue,Aireolux,28.0,54.99,27.0,53,4.8,Colored Sheets,Home,True,False,5033822215,walmart
PROD_3f5b4241f1,DISCONTINUED Fruit of the Loom ® Youth HD Cotton ? 100% Cotton T-Shirt. 3930B,Fruit of the Loom,5.85,7.09,1.24,59,4.5,Fruit of the Loom Mens T-Shirts,Clothing,True,False,141988874,walmart
PROD_4965bfc446,"Hauteloom Holli Collection Antebi - Machine Washable Oriental Persian Hallway, Entryway, Kitchen Runner Rug - Neutral Vintage Distressed Boho Style - Beige, Brown, Cream - 2'7""x15'",Hauteloom,129.0,143.0,14.3,324,4.6,All Runner Rugs,Home,True,False,5075840147,walmart
PROD_9c497d1307,Cueply Women's Running Shorts High Waisted Athletic Gym Workout Shorts with Liner Zipper Pockets,Cueply,13.0,29.99,17.0,121,4.2,Womens Athletic Shorts,Clothing,True,False,5359370591,walmart
PROD_0a87dbeb8d,"Hanes Originals Men's & Big Men's Tri-Blend Jersey 7"" inseam Shorts , S-4XL",Hanes,8.0,20.0,12.0,269,4.4,Hanes Mens Shorts,Clothing,True,False,1500372373,walmart
