final_price,available_for_delivery,available_for_pickup,brand,review_count,product_id,product_name,category_name,root_category_name,rating,initial_price,discount
33.0,True,False,Exclusivo Mezcla,175,2205907607,"Exclusivo Mezcla 3 Pieces Boho Bohemian Quilt Set Queen Size, Lightweight Patchwork Quilted Bedspread/Coverlet/Bed cover/Bedding Set, Navy",Bedding Sets,Home,4.4,73.98,40.99
32.0,True,False,Yalamila,4303,2544735639,"Yalamila WhatsBedding 2 Pieces Bed in a Bag Comforter Set Duvet Insert,Reversible,Pink,Twin",Bed In A Bag,Home,4.3,162.99,131.0
15.0,True,False,UZZI,9,141757585,"UZZI Kids Swim Shorts Fast Dry Fun Print, Aqua Boat, Size: 8-10, Uzzi Active Wear",Boys Swim Trunks,Clothing,4,16.99,2.0
30.0,True,False,Jessica London,50,5264765893,Jessica London Women's Plus Size Scoop-Neck Sweater Tank,Plus Size Sweaters,Clothing,4.5,33.99,4.0
2.0,False,True,Mott's,720,10294756,"Mott's Cinnamon Applesauce, 4 oz cups, 6 count",Canned fruit,Food,4.7,2.78,0.78
18.0,True,False,NFTOEIULA,531,1649464157,Nlife Women Bohemian 3/4 Sleeve V Neck Floral Print Shirt,Midi Dresses,Clothing,3.7,19.99,2.0
13.6,True,False,LANREMON,197,647837522,LANREMON Plus Size T Shirts for Womens Summer Short Sleeve Striped Print Loose Pink T Shirts Blouse Dressy Clothes Size 20,Plus Size Tops,Clothing,4.7,25.99,12.4
38.0,True,False,Kingsize,357,775961150,KingSize Men's Big & Tall Gauze Camp Shirt,Mens Casual Button Down Shirts,Clothing,3.4,47.09,9.09
15.0,True,False,LovelyDaisy,5,1540786817,LovelyDaisy Plus Size Vintage Floral Print Sleeveless Rompers For Women Summer Casual Loose O Neck Jumpsuits Black S,Womens Jumpsuits,Clothing,1,28.96,13.97
20.0,True,False,Woman Within,635,824154912,Woman Within Women's Plus Size Perfect Printed Short-Sleeve Crewneck Tee,Plus Size Tshirts,Clothing,4.3,25.44,5.49
15.0,True,False,DII,15,864008591,"DII 14x72"" Modern PVC Polyester Doubleframe Table Runner in Nautical Blue",Table Runners,Home,3.9,16.99,2.04
22.5,True,False,Whale Flotilla,73,1178468491,"Whale Flotilla Microfiber Twin Size (68x88 inches) Quilt Set Lightweight Quilted Bedspreads Coverlets Set with Stars Pattern, Light Grey, 2 Piece (1 Quilt, 1 Sham)",Quilt Sets,Home,4.4,27.99,5.5
28.0,True,False,PJammy,9,953950834,Scooby Doo Men's Ruh-Roh! Scooby Character Sleep Lounge Pajama Pants,Mens Pajama Bottoms,Clothing,4.9,32.95,5.0
26.0,True,False,Bare Home,121,606542584,"Bare Home 2-Pack Fitted Sheets - Premium 1800 Collection - Ultra-soft - Deep Pocket - Queen, White",Bed Sheets,Home,4.5,35.49,9.5
20.0,True,False,SENDEFN,48,5352569431,SENDEFN Small Womens Wallet Leather Bifold Card Holder RFID Blocking with Zipper Coin Pocket,Wallets,Clothing,4.8,30.99,11.0
28.7,True,False,Medgear,227,393061304,2-PACK Medgear 12-Pocket Women's Scrub Set with Silver Snap Detail & Contrast Trim,Medgear Scrubs,Clothing,3.7,40.98,12.3
20.0,True,False,RAW X,1,2126911017,"RAW X  Boy's RawX Distressed Denim Shorts, Med Blue, 10",Mens Denim Shorts,Clothing,5,24.99,5.0
11.0,True,False,Fantaslook,781,5246848011,Fantaslook Dressy Blouses for Women Pleated Short Sleeve Tunic Tops Casual Floral Shirts,Plus Size Tops,Clothing,4.4,35.99,25.0
174.0,True,False,Blue Nile Mills,3,645104219,"Modern Diamond Plush Polypropylene Indoor Shag Area Rug with Fringe - 8' x 10, Cream-Blue",All Area Rugs,Home,5,252.2,78.57
70.0,True,False,Snailax,74,3876384696,"Snailax Vibration Foot Massager with Heat, Adjustable Foot Massager Machine with App Control, Gifts",Shop all Massagers,Health and Medicine,4.5,145.99,76.0
20.0,True,False,Ibtom Castle,12,5448526212,IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Pink + Yellow Floral,Womens One-piece Swimsuits,Clothing,4.3,31.99,12.0
125.0,True,False,WestinTrends,32,490711747,"WestinTrends Black Bar Stools Set of 2, 29 Inch Tall Farmhouse Kitchen Wooden Saddle Stool Chair, Linen Upholstered Cushion with Solid Wood Leg Barstools, Beige",Shop All Bar Stools & Counter Stools,Home,4.5,249.99,125.0
24.1,True,False,LA Linen,1,54973324,"LA Linen Polyester Gingham Checkered 58 by 58-Inch Square Tablecloth, Royal Blue and White",Fabric Tablecloths,Home,5,26.97,2.9
4.09,True,False,PNTUTB,2,1716639656,"Pntutb Womens Clearance,Women's Bra Wire Free Underwear Onepiece Bra Everyday Underwear Bras Rollback",Wireless Bras,Clothing,3.5,4.69,0.6
117.0,True,False,Algherohein,46,3423574153,"Algherohein Dog Gate for Inside,Bamboo Freestanding Pet Gate for Doorways,24"" Brown",All Dog Gates,Pets,4.2,159.99,43.33
8.58,True,False,BELLA + CANVAS,31,783037189,Unisex CVC Jersey Tee,Mens T-Shirts,Clothing,4.6,11.87,3.29
22.0,True,False,Lars Amadeus,1,100662878,Lars Amadeus Men's Nightshirt Long Sleeves Hooded Loungewear Nightgown Pajamas,Mens Pajamas and Robes,Clothing,5,33.99,12.0
14.0,True,False,Chef Code,1,381553241,"CHEF CODE The Professional Chef Pant with Belt Loops and Zipper Fly, CC223",Mens Work Pants,Clothing,1,19.99,6.0
11.2,True,False,Maybelline,112,33685485,"Maybelline Color Sensational Elixir Lip Lacquer, Caramel Infused",Maybelline Lip Makeup,Beauty,4,12.72,1.53
7.99,True,False,Starbay,45,302630622,StarBay Women's Graphic Print Comfort Platform Wedges in Tan,Womens Shoes,Clothing,4,8.99,1.0
38.0,True,False,Bare Home,1322,164144701,"Bare Home Ultra-Soft Sheet Set - Premium 1800 Collection - Deep Pockets - 4-Pieces - Queen, Dark Blue",Colored Sheets,Home,4.7,50.99,13.0
15.0,True,False,Riviera Sun,4,690394981,"Riviera Sun Women's Tie Dye Maxi Dress - Lightweight and Flowy with Beautiful Color Variations (White / Black Dress, 3X)",Womens Dresses,Clothing,4.8,16.99,2.0
146.0,True,False,Durango,49,180450545,Durango® Women's Distressed Tan Slouch Western Boot Size 7(M),Womens Mid Calf Boots,Clothing,4.9,165.0,18.6
9.99,True,False,Ma Croix,2405,377862424,Ma Croix Men's Mesh Shorts With Pockets Gym Basketball Activewear,Mens Workout Shorts,Clothing,4.3,14.99,5.0
39.0,True,False,Jessica London,64,5263061952,Jessica London Women's Plus Size Stretch Cotton Tank Maxi Dress,Plus Size Dresses,Clothing,4,45.38,6.38
15.0,True,False,Alimens & Gentle,1467,1329196784,Alimens & Gentle Men's Short Sleeve Hawaiian Aloha Shirt Summer Vacation Shirts 100% Cotton,Mens Casual Button Down Shirts,Clothing,4.4,16.99,2.0
15.0,True,False,Blake & Co,7,5618790028,"BLAKE & CO. 2 Pack Junior's Cotton Rayon Push Up Bra with Adjustable Straps, Sizes 34B-40DD",Womens Bras,Clothing,4.4,21.74,6.75
12.0,True,False,Chick Pea Baby,49,943189923,"Chick Pea Baby Girl 3 PC French Terry Jogger Set, Sizes Newborn-24 Months",Baby Girls Clothing,Clothing,4.8,14.99,3.0
10.3,True,False,Gubotare,3,5440778555,"Gubotare Golf Shirts for Men Print Moisture Wicking Performance Short Sleeve Polo Shirt (Red,3XL)",Mens Polo Shirts,Clothing,1,12.76,2.46
40.0,True,False,TIYOMI,2,2128773109,"TIYOMI Plus Size Women's Thermal Underwear Suits Grey Crewneck Thermal Tops 2X Long Johns Fleece Lined Base Layer Top and Bottom Sets Fall Winter Pajama, 2-Pack 2XL 18W 20W",Womens Plus Thermal Sets,Clothing,3,45.99,6.0
32.9,True,False,NELEUS,153,1577779507,"NELEUS Womens V Cross Waist Spandex Shorts for Yoga Athletic Bike with Pockets,Black+Gray+Light Purple,US Size L",Womens Athletic Shorts,Clothing,4.6,54.0,21.12
15.0,True,False,Anygrew,65,1840696696,Anygrew Womens Tops 2023 Summer Blouses V Neck Batwing Sleeve Tops Tie Knot Chiffon Button Down Casual Blouse,Womens Blouses,Clothing,4.5,39.99,25.03
22.0,True,False,Ibtom Castle,30,1009224046,IBTOM CASTLE Boys Prince Charming Costume Halloween Cosplay Prince Dress up Birthday Party Medieval Royal Prince Outfits for Toddler Kids 3-4 Years 4pcs Light Blue,Kids Clothing,Clothing,4.1,38.92,16.93
8.99,True,False,Creme of Nature,95,10309083,"Creme of Nature Permanent Hair Color Red Copper 6.4, 1.0 CT",Red Hair Dye,Beauty,4.6,28.814999999999998,11.002
89.9,True,False,Amay's,5,2089818094,"Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 24 Inch Deep Pockets Solid Pattern ( Queen, Dark Grey )",Colored Sheets,Home,4.2,99.99,10.08
40.0,True,False,SANMADROLA,104,5336951329,"Sanmadrola 100% Waterproof Sofa Anti Slip Couch Covers Machine Washable Furniture Covers Leakproof Sofa Slipcover for Dogs, Children, Pets, Gray, Sofa Oversize",Couch Covers,Home,4.8,55.99,16.0
100.0,True,False,Reebok Work,15,667101829,Reebok BB4500 Work Men's Composite Toe Electrical Hazard Work Shoe Size 11(M),Mens Safety Shoes,Clothing,4.6,136.01,36.06
24.0,True,False,GIRUNS,26,5617872175,GIRUNS Cargo Pants For Women Wide Leg Pants Beige XL Baggy Stretchy Streetwear Pants High Waisted Casual Streetwear With Pockets Pants For Women,Womens Pants,Clothing,4.8,39.99,16.0
32.0,True,False,Buganda,204,516529863,"Buganda Microfiber Bathroom Rugs (24x47, Wine Red) Shaggy Soft and Absorbent, Non Slip, Thick Plush, Machine Washable Bath Mat and Bath Rugs for Bathroom",Bathroom Rugs & Bath Mats,Home,3.7,35.99,4.0
30.0,True,False,X Ray Jeans,72,3230824340,"X RAY JEANS Mens Belted 18"" Inseam Below Knee Long Cargo Shorts, Plaid White, 48",Mens Cargo Shorts,Clothing,4.2,34.99,5.0
15.0,True,False,Zenana,34,245581709,Zenana Women & Plus Relaxed Fit Long Sleeve V-Neck Round Hem Jersey Tee Shirt Top,Halloween Themed Clothing,Party & Occasions,3.9,18.99,4.0
45.0,True,False,Comfort Canopy,154,1983309413,Comfort Canopy - Light Gray Reversible Painted Chevron Stitched Quilt Coverlet for Twin Size Beds,Quilts,Home,4.8,114.99,70.0
270.0,True,False,Amolife,42,5108346618,"Amolife King Size Upholstered Platform Bed Frame with Adjustable Vertical Channel Tufted Velvet Headboard, Dark Blue",King Beds,Home,4.7,599.99,330.0
6.19,True,False,PNTUTB,1,1699095797,"Pntutb Womens Clearance,Plus Size Women's 3/4 Sleeve Striped Print V-Neck Loose Fit Tops T-Shirt Rollback",Plus Size Tshirts,Clothing,4,7.09,0.9
36.0,True,False,FEDTOSING,101,1208578847,"FEDTOSING Relaxed Work Cargo Pants Outdoor Mens Pant Greyish Green,Size 40×34",Men's Hiking Pants,Sports & Outdoors,4.4,39.97,4.0
18.0,True,False,NASA,1,265927683,Men's NASA Space Shuttle Schematic Details  Long Sleeve Shirt Black 2X Large,Mens Graphic Tees,Clothing,5,20.99,3.0
9.98,True,False,Younger Tree,24,3675207718,Younger Tree Baby Boy Kid Summer Outfits Set Short Sleeve T-Shirt Shorts Clothes Set for 2-3T,Baby Boys Casual Outfit Sets,Clothing,4.8,14.99,5.01
56.7,True,False,Amay's,1,3644855526,"Amay 800TC Organic Cotton RV Short Queen Size Fitted Sheet ( 60X75 ) Fits Mattress Upto 18 inches, Purple Solid",Cooling Sheets,Home,5,63.0,6.3
22.0,True,False,Walensee,192,222849703,"Walensee Non-Slip Bathroom Rugs Chenille Soft Striped Plush Bath Mat, 20"" x32"", Red",Bathroom Rugs & Bath Mats,Home,4.3,26.99,5.0
48.5,True,False,Levi's,3898,529767263,Levis Men's 505 Regular Fit Jeans,Mens Regular Fit Jeans,Clothing,4,69.5,21.03
29.7,True,False,Active Basic,44,790279534,"Active Basic Women & Plus Basic Solid Long Length Adjustable Spaghetti Strap Camisoles (4PK - Black/White/H. Grey/Taupe, 3XL)",Plus Size Activewear,Clothing,4.1,32.99,3.3
13.5,True,False,RBX,12,5313791616,RBX Boys' Athletic T-Shirt - 2 Pack Active Performance Dry-Fit Sports Tee (Size: 4-16),Boys Athletic Shirts,Clothing,4.8,14.99,1.51
28.0,True,False,CHAMPRO,1,832929384,"CHAMPRO Bootleg 2 Integrated Poly/Spandex Football Game Pants, Adult 2X-Large, Royal",Football Pants,Sports & Outdoors,1,41.55,13.6
25.9,True,False,Native,4606,5662896790,"(2 pack) Native Deodorant, Coconut & Vanilla, Aluminum Free, for Women and Men, 2.65 oz",Native Deodorant,Personal Care,4,16.988,6.526000000000001
15.0,True,False,DAKIMOE,14,5417683805,"DAKIMOE Mens Swim Trunks Stretch Water Beach Shorts with Compression Liner 2 in 1 Quick-Dry Swimming Shorts with Zipper Pockets, Black&White&Gray, S",Mens Swimwear,Clothing,4.6,39.99,25.01
41.2,True,False,Boulder Creek,32,3754763373,Boulder Creek By Kingsize Men's Big & Tall Western Snap Front Shirt,Mens Casual Button Down Shirts,Clothing,4.4,52.19,11.02
28.0,True,False,Aireolux,53,5033822215,Aireolux 800TC Wrinkle-Resistant Supima Cotton Pillowcases King Blue,Colored Sheets,Home,4.8,54.99,27.0
5.85,True,False,Fruit of the Loom,59,141988874,DISCONTINUED Fruit of the Loom ® Youth HD Cotton ? 100% Cotton T-Shirt. 3930B,Fruit of the Loom Mens T-Shirts,Clothing,4.5,7.09,1.24
129.0,True,False,Hauteloom,324,5075840147,"Hauteloom Holli Collection Antebi - Machine Washable Oriental Persian Hallway, Entryway, Kitchen Runner Rug - Neutral Vintage Distressed Boho Style - Beige, Brown, Cream - 2'7""x15'",All Runner Rugs,Home,4.6,143.0,14.3
13.0,True,False,Cueply,121,5359370591,Cueply Women's Running Shorts High Waisted Athletic Gym Workout Shorts with Liner Zipper Pockets,Womens Athletic Shorts,Clothing,4.2,29.99,17.0
8.0,True,False,Hanes,269,1500372373,"Hanes Originals Men's & Big Men's Tri-Blend Jersey 7"" inseam Shorts , S-4XL",Hanes Mens Shorts,Clothing,4.4,20.0,12.0
72.0,True,False,Amay's,6,1696601956,"Amay 800TC Organic Cotton Split King Size Fitted Sheet ( 39X80 ) Fits Mattress Upto 12-15 inches, Beige Solid",Cooling Sheets,Home,5,80.0,8.0
42.4,True,False,RUGKING,569,5334053510,Rugking Runner Rug 2x12 Vintage Printed Grey Area Rug Stairway Carpet Home Accent Thin Rug For Hallway Bedroom Kitchen Living Room,All Runner Rugs,Home,4.4,59.99,17.6
24.9,True,False,E&S PETS,40,963319137,Comfies Border Collie Unisex Cotton Blend Pajama Bottoms - Gift for Pet Lovers,Pajama Bottoms,Clothing,4.7,29.97,5.07
13.2,True,False,Redmond,14,37684787,"Redmond Earth Paste Natural Toothpaste, Unsweetend Spearmint, 4 Oz",All Toothpaste,Personal Care,4.4,16.988,6.526000000000001
44.0,True,False,Homy Casa,66,565404638,"Homy Casa Teens Task Home Office Chair Ergonomic Small Cute Chair, Lumbar Support Breathable Mesh Seat for Student,Lime Yellow",Desk Chairs,Home,4.2,132.75,88.76
30.0,True,False,Unique Loom,21,582026356,"Unique Loom Midnight Bromley Rug , 3' 3"" x 5' 3"" ,Dark Gray",All Area Rugs,Home,4.8,39.0,9.01
18.0,True,False,ppyoung,1005,2975640420,PPYOUNG Womens Off Shoulder Long Sleeve Blouses Casual Tunic Tops,Womens Tops,Clothing,4.3,32.99,15.0
28.5,True,False,Leading Lady,63,136966561,The Brigitte Classic - Underwire T-Shirt Bra,Underwire Bras,Clothing,4.7,38.0,9.5
16.0,True,False,Parade,34,5273430664,"Parade Mesh Strappy Bralette and Thong Set, Sizes XS to 3XL",Bralettes,Clothing,4.3,19.94,3.94
30.0,True,False,Maidenform,61,141383946,Women's Maidenform DMS084 Cover Your Bases Shaping Low-Back Bodysuit (Nude 1/Transparent 2X),Womens Tops,Clothing,3.3,44.84,14.85
15.0,True,False,GIRUNS,26,5617872169,GIRUNS Womens Cargo Pants High Waist Trousers Black M With Pockets Wide Leg Pants Loose Stretchy Casual Comfy Relaxed Fit Streetwear Long Straight Pants For Women,Womens Pants,Clothing,4.8,39.99,25.0
45.9,True,False,Elila,36,166233692,Elila Womens Sidney Jacquard Wire-Free Bra Style-1305F,Underwire Bras,Clothing,3.2,54.0,8.09
6.59,True,False,Follure Clothing,1,780851550,Winter Fall Dresses for Women Wedding Guest 3/4 Sleeve Plus Size Cold Shoulder Overlay Asymmetric Chiffon Strapless Sequins Dress,Plus Size Dresses,Clothing,1,8.79,2.2
1470.0,True,False,WestinTrends,25,2007589965,"WestinTrends Malibu 6 Piece Adirondack Patio Dining Set with Bench, All Weather Poly Lumber Outdoor Table and Chairs, 71"" Trestle Dining Table, 4 Adirondack Chair with Dining Bench, Dark Brown",Shop All Patio Sets,Patio & Garden,4.6,2429.99,958.0
10.8,True,False,Bali,38,2503512087,Women's Bali DFSTHP Soft Touch Hipster Panty (Almond 6),Womens Panties,Clothing,4.3,13.0,2.2
80.9,True,False,Amay's,9,3830058162,"Amay Egyptian Cotton 600-Thread Count 4-PCs Sheet Set Fits Easily Fit upto 15"" Inch Deep Pockets Stripe( RV Short Queen, Burgundy )",Cooling Sheets,Home,5,89.99,9.08
117.0,True,False,Amay's,2,2170655278,Amay Rod Pocket Curtain Panel Yellow/Gold 120 Inch Wide by 84 Inch Long-1 Panel,Shop Curtains,Home,5,146.0,29.2
24.5,True,False,Chef Code,8,921078120,"2-PACK Chef Code Basic Short Sleeve Chef Coat with Pearl Buttons, Chef Jacket, Red, 4XL",Mens Work Uniforms,Clothing,5,34.99,10.5
14.0,True,False,UVPLove,180,2601975366,"Uvplove Women's Plus Size V Neck Summer Tops Shirt Casual Low Cut Curvy Tee Shirt Dressy Knit Tunic Short Sleeve,Purple-XL",Womens Blouses,Clothing,4.7,33.99,20.0
19.5,True,False,INNERSY,178,257806313,"INNERSY Men's Underwear Briefs Soft Comfy Classic Underwear Pack of 4 (M, Black)",Mens Briefs,Clothing,4.7,22.99,3.45
10.5,False,False,Garnier,12718,5661609867,"(3 pack) Garnier Nutrisse Ultra Color, R24 Intense Bronze Red, Permanent Hair Dye, 1 kit",Red Hair Dye,Beauty,4,28.814999999999998,11.002
19.6,True,False,Merci,34,328244696,merci Holiday Finest 8.8oz,Boxed christmas chocolate,Food,4.6,23.263749999999998,6.07625
70.0,True,False,SOUL Naturalizer,87,5205738441,SOUL Naturalizer Womens Neela Lace Up Sneakers - Medium & Wide Width,Womens Casual Shoes,Clothing,4.4,79.94,9.95
14.0,True,False,Astylish,124,1217339941,Astylish Women V Neck Boho Tops 2023 Fashion Dressy Floral Long Sleeve Shirts Size XL,Plus Size Tops,Clothing,3.6,19.96,5.97
32.4,True,False,TheLovely,11,5642502722,3 Packs of TheLovely Men & Women Long Sleeve Baseball Raglan Tee Shirt Top (S-3XL),All Baseball Gear & Equipments,Sports & Outdoors,4.4,35.99,3.6
19.8,True,False,Zenana,87,522908316,2 Packs of Zenana Women Premium Cotton High Waist Full Ankle Length Leggings,Workout Leggings,Clothing,4.4,21.99,2.2
13.0,True,False,Nature's Truth,35,618032539,"Turmeric Curcumin 1600mg | 60 Softgel Capsules |  With Ginger, Astragalus, & Black Pepper Extract | Non-GMO, Gluten Free Supplement | by Nature's Truth",All Vitamins & Supplements,Health and Medicine,4.6,15.28,2.29
7.79,True,False,Betiyuaoe,1,318615006,Dresses for Women Summer Sleeveless Plus Size Daily Vintage Sunflower Bohemian V Neck Maxi Dress,Plus Size Dresses,Clothing,1,9.19,1.4
21.0,True,False,cheibear,6,1578815246,cheibear Women's Satin Lounge Tops with Shorts Silky Nightwear Pajama Sets,Womens Pajama Sets,Clothing,4.7,28.99,8.0
33.0,True,False,Comfort Canopy,86,1932369237,Comfort Canopy - 3 Piece Rose Desert Stripe Microfiber Duvet Cover Set with Shams for Twin Beds,Duvet Covers,Home,4.2,94.99,62.0
13.5,True,False,CPOKRTWSO,6,507995811,CPOKRTWSO Women's Plus Size 3/4 Roll Sleeves V Neck Henley Tunic Tops Casual Shirts M-14XL,Plus Size Tops,Clothing,4.3,14.99,1.5
52.0,True,False,Bare Home,128,829098148,"Bare Home Flannel Sheet Set - 100% Cotton - Deep Pocket - 3 Pieces - Twin, Winter Alpine",Kids' Sheets,Home,4.7,59.49,7.5
5.79,True,False,PNTUTB,6,1766457787,"Pntutb Womens Shorts Clearance,New 2022 Women's Summer Casual with Pockets Drawstring Printed Ruffles Shorts Rollback",Womens Shorts,Clothing,4.2,9.9,4.11
15.0,True,False,Star Wars,1,255946326,Men's Star Wars Darth Vader Starry Sleigh  Graphic Tee Navy Blue X Large,Men's Movies and TV Tees,Clothing,5,18.99,4.0
30.0,True,False,X Ray Jeans,1,455894581,"X RAY JEANS Mens Mock Neck Sweater Pullover, Powder Blue, S",Mens Pullover Sweaters,Clothing,5,34.99,5.0
87.0,True,False,VECELO,39,1267967836,"VECELO Queen Size Metal Bed Frame with Victorian Style Headboard and Footboard, 12.6 Inch Platform Bed Frame with Metal Slats Support, Modern Heavy Duty Mattress Foundation, No Box Spring Needed,White",Metal Bed Frames,Home,4.6,99.99,13.0
17.0,True,False,CRAYNER,30,5469955513,CRAYNER Women Summer Short Sleeve Dresses Casual Swing Cold Shoulder T Shirt Dresses Sundress with Pockets,Casual Dresses,Clothing,4.7,28.99,12.01
9.98,True,True,Pretty Smart,29,5316176929,"Pretty Smart Celebrity Artist Eyeshadow Palette 102, Toasty Mauve, Gradient, Bare Brunch, Mr. Merlot, 4.50g",Clean Beauty Makeup,Beauty,4.6,28.814999999999998,11.002
29.0,True,False,Disney,258,5118743904,Disney Girls Bomber Jacket Minnie Mouse Daisy Colorblock Varsity Jacket Gift Fall Spring Sizes 3-10,Girls Coats and Jackets,Clothing,3.9,39.13,10.14
10.6,True,False,Qishi,108,908201566,Silicone Waterproof Dog Cat Pet Food Mats Tray - Non Slip Pet Dog Cat Bowl Mats Placemat - FDA Grade Dog Pet Cat Feeding Mat-BLUE,"All Cat Feeders, Fountains, and Bowls",Pets,4.1,19.99,9.43
10.6,True,False,Licensed,12,5170388947,"Pabst Blue Ribbon Men's & Big Men's Board Shorts Swim Trunks, 7.5"" Inseam, Sizes S-3XL",Young Adult Swimsuits,Clothing,4.9,17.98,7.4
25.4,True,False,Playtex,6950,413714617,Playtex 18 Hour Comfort Strap Bra,Womens Bras,Clothing,4.3,35.98,10.63
56.4,True,False,Wrangler,94,472338698,36MACMS Mens Wrangler Adv Comfort Slim Fit,Mens Slim Fit Jeans,Clothing,4.2,62.94,6.55
30.0,False,False,WHIMZEES,5,369367315,"WHIMZEES Value Bag Stix Dental Chews, Small, Pack of 40",All Dog Dental Care,Pets,4.2,36.97,6.98
13.0,True,False,Playtex,6620,494669579,Playtex 18 Hour Wirefree Bra Ultimate Lift & Support Cushioned Women's 4745,Wireless Bras,Clothing,4.4,17.99,5.0
13.9,True,False,Alsol Lamesa,13,1331751223,Swimsuit Coverup for Women Stripe Print Plus Size Beach Coverup Side Split Bathing Suit Cover Ups Alsol Lamesa,Womens Swimsuit Cover-ups,Clothing,3.6,19.88,6.0
14.0,True,False,TheLovely,208,172401971,TheLovely Womens & Plus Stretch Cotton Fold-Over High Waist Bootcut Workout Flared Yoga Pants,Plus Size Activewear,Clothing,3.8,17.99,4.0
20.0,True,False,Moa Collection,26,284562411,MOA COLLECTION Women's Solid Casual Lightweight Loose Fit Pocket Open Front Knit Cardigan,Cardigans for Women,Clothing,3.9,22.95,2.96
38.0,True,False,G-Style USA,19,920987081,Men's Tiger Striped Reflective Tape Track Suits 2 Piece Sweatsuit Set ST576 - Neon Yellow - Large,Mens Workout Clothing,Clothing,4.8,54.95,17.0
25.0,True,False,Vulcanodon,68,5157204153,"Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Small)",Mens Pajama Sets,Clothing,4.6,37.99,13.0
22.0,True,False,Bare Home,425,1638119585,"Bare Home Fitted Sheet - 22"" Extra Deep Pocket - Premium 1800 Collection - King, 22"" Pocket, Red",Colored Sheets,Home,4.6,32.99,11.0
21.8,True,False,Leading Lady,4,569572519,The Serena - Cotton Wirefree Sports Bra,Low Support,Clothing,5,29.0,7.25
52.2,True,False,Amay's,1,3204034213,Amay 800TC Organic Cotton California King Size Fitted Sheet ( 72X84 ) Fits Mattress Upto 12 -15 inches Parrot Green Stripe,Cooling Sheets,Home,5,58.0,5.8
4.09,True,False,PNTUTB,7,1746644909,"Pntutb Womens Clearance,Sexy Women's Plus Size Vest Crop Wire Free Bra Lace Lingerie Sexy V-Neck Underwear Rollback",Wireless Bras,Clothing,3.1,4.69,0.6
16.1,True,False,MIZANI,377,46068414,Mizani Edge Taming Hair Gel - Size : 1.7 Oz,Premium Hair Styling Products,Premium Beauty,4.3,18.0,1.87
44.1,True,False,Hauteloom,12,999564173,"Hauteloom Milliken Hallway, Kitchen Runner Rug - Updated Traditional - Orange, Purple, Gray - 2'7"" x 7'3""",All Runner Rugs,Home,4.5,49.0,4.9
15.3,True,False,TheLovely,18,351681309,TheLovely Women & Plus Sleeveless Mock-TurtleNeck Pleated Top with Waistband,Halloween Themed Clothing,Party & Occasions,4.5,16.99,1.7
25.0,True,False,SORMAG,82,5530831029,"SORMAG 3 Pieces Duvet Cover Set, Soft Washed Microfiber Duvet Cover Full with 2 Pillow Shams,Black",Bedding Sets,Home,4.3,129.99,105.0
12.8,True,False,eFavormart,156,5066959782,"Efavormart 90""x132"" Wine Seamless Polyester Rectangular Tablecloth",Wedding Tablecloths,Home,4.6,16.99,4.19
6.19,True,False,PNTUTB,16,1942484324,"Pntutb Womens Clearance,Plus Size Women's Print V Neck Short Sleeve Long T-Shirt Blouse Rollback",Plus Size Tops,Clothing,3.6,7.09,0.9
1.98,False,True,Cool Whip,1585,10801127,"Cool Whip Extra Creamy Whipped Cream Topping, 8 oz Tub",Whipped Toppings,Food,4.7,23.263749999999998,6.07625
15.0,True,False,Batman,2,965054107,Men's Batman Logo Vintage  Graphic Tee Athletic Heather X Large,Mens Graphic Tees,Clothing,5,18.99,4.0
55.0,True,False,Voltaren,3894,453089336,New Easy Open Cap - Voltaren Arthritis Pain Gel for Powerful Topical Arthritis Pain Relief - Two 150 G Tubes and One 50 G Tube,Arthritis pain relief,Health and Medicine,4.4,41.65555555555555,14.507777777777777
14.5,True,False,Leading Lady,4,1516694163,The Serena - Cotton Wirefree Sports Bra,Low Support,Clothing,5,29.0,14.5
20.0,True,False,Wespornow,18,1906381169,Wespornow Mens Hawaiian Shirts Short Sleeve Floral Tropical Beach Casual Button Down Shirts Black M,Mens Casual Button Down Shirts,Clothing,4.4,26.99,7.0
6.98,True,False,Sentmoon,4,5606778747,Summer Savings Wycnly on Sale Capri Pants for Women Womens Drawstring Elastic Waist Capris Pants Summer Casual Plus Size Button Straight Leg 3/4 Trousers Comfy Cotton Linen Pocket Cropped Pants,Womens Pants,Clothing,4.8,7.77,0.79
12.0,True,False,Amoretu,42,1469896755,"Amoretu Women Hoodies Tunic T-shirt Button Swing Pullover Loose Fit, Green S",Tshirts for Women,Clothing,4.1,13.99,2.0
50.0,True,False,SOUL Naturalizer,367,391816176,SOUL Naturalizer Womens Tia Slip On Fashion Sneakers - Medium & Wide Width,Womens Casual Shoes,Clothing,4.5,74.94,24.96
28.0,True,False,Ibtom Castle,17,1720306083,IBTOM CASTLE Little Big Girls Flower Tulle Dress Princess Pageant Birthday Party Wedding Formal Floor Length Long Dance Evening Maxi Gown 6-7 Years Light Green,Girls Dresses,Clothing,4.6,47.95,19.96
